禁止 | kinshi | Cấm chỉ | Cấm | Prohibition | 立入禁止の 看板の 前で、彼は [禁止された 理由を 悲しげに] 語った。~さびしげ | Trước tấm biển cấm vào, anh ấy đã kể về lý do bị cấm đoán với vẻ mặt buồn bã. | In front of the "No Entry" sign, he talked about the reason for the prohibition with a sad look. | そのような様子に見える。 | Diễn tả vẻ bề ngoài hoặc cảm xúc (Vẻ.../Có vẻ...). | Indicates an appearance or emotion based on observation. | Tuần_1_Ngày_1_N2
修理 | shuuri | Tu Lý | Sửa chữa | Repair | [修理したからといって、新品と同じわけではない]。~わけではない | Không phải là cứ sửa xong thì sẽ giống hệt như đồ mới. | Just because it was repaired doesn't mean it's the same as a new one. | 全部~とは言えない。 | Không hẳn là... / Không phải là... | It doesn't mean that... / Not necessarily... | Tuần_2_Ngày_6_N2
修士 | shuushi | Tu Sĩ | Thạc sĩ | Master's degree | [修士号を持っているから、何でも知っているわけではない]。~わけではない | Không phải vì có bằng thạc sĩ mà cái gì cũng biết đâu. | Just because I have a master's degree doesn't mean I know everything. | 全部~とは言えない。 | Không hẳn là... / Không phải là... | It doesn't mean that... / Not necessarily... | Tuần_2_Ngày_6_N2
完了 | kanryou | Hoàn Liễu | Hoàn tất | Completion | [仕事が完了したわけではない] が、今日はここまでにする。~わけではない | Không phải là công việc đã hoàn tất hoàn toàn, nhưng hôm nay nghỉ tại đây thôi. | It's not that the work is completed, but let's call it a day. | 全部~とは言えない。 | Không hẳn là... / Không phải là... | It doesn't mean that... / Not necessarily... | Tuần_2_Ngày_6_N2
完成 | kansei | Hoàn Thành | Hoàn thành | Completion | [作品が完成したからといって、満足したわけではない]。~わけではない | Không phải là tác phẩm hoàn thành xong thì tôi đã thấy thỏa mãn. | Just because the work is finished doesn't mean I'm satisfied. | 全部~とは言えない。 | Không hẳn là... / Không phải là... | It doesn't mean that... / Not necessarily... | Tuần_2_Ngày_6_N2
完備 | kanbi | Hoàn Bị | Trang bị đầy đủ | Fully equipped | [設備が完備されているからといって、安全なわけではない]。~わけではない | Không hẳn là cứ trang bị đầy đủ thiết bị thì sẽ an toàn. | Just because it's fully equipped doesn't mean it's safe. | 全部~とは言えない。 | Không hẳn là... / Không phải là... | It doesn't mean that... / Not necessarily... | Tuần_2_Ngày_6_N2
終了 | shuuryou | Chung Liễu | Kết thúc | End | [試験が終了したからといって、遊んでいいわけではない]。~わけではない | Không phải là kỳ thi kết thúc rồi thì có thể đi chơi bời thoải mái đâu. | Just because the exam is over doesn't mean you can just play around. | 全部~とは言えない。 | Không hẳn là... / Không phải là... | It doesn't mean that... / Not necessarily... | Tuần_2_Ngày_6_N2
修了 | shuuryou | Tu Liễu | Hoàn thành | Completion (course) | [コースを修了したから、話せるわけではない] が、知識は増えた。~わけではない | Không phải là hoàn thành khóa học xong thì sẽ nói được ngay, nhưng kiến thức đã tăng lên. | It's not that I can speak just because I finished the course, but my knowledge increased. | 全部~とは言えない。 | Không hẳn là... / Không phải là... | It doesn't mean that... / Not necessarily... | Tuần_2_Ngày_6_N2
画像 | gazou | Họa Tượng | Hình ảnh | Image | [画像が綺麗だからといって、本物と同じわけではない]。~わけではない | Không phải là vì hình ảnh đẹp mà nó giống hệt như đồ thật đâu. | Just because the image is beautiful doesn't mean it's the same as the real thing. | 全部~とは言えない。 | Không hẳn là... / Không phải là... | It doesn't mean that... / Not necessarily... | Tuần_2_Ngày_6_N2
映像 | eizou | Ánh Tượng | Hình ảnh | Video/Film | [この映像が偽物なわけがない]、実際に見た人がいるのだから。~わけがない | Không đời nào đoạn phim này là giả, vì đã có người thực sự nhìn thấy rồi. | There's no way this video is fake, because someone actually saw it. | 絶対に~ない。 | Tuyệt đối không... / Không đời nào... | There is no way... / Impossible... | Tuần_2_Ngày_6_N2
現像 | genzou | Hiện Tượng | Rửa ảnh | Developing film | [現像を忘れるわけがない]、ずっと楽しみにしていたのだ。~わけがない | Tôi tuyệt đối không thể quên việc rửa ảnh được, tôi đã mong chờ suốt mà. | There is no way I'd forget to develop the film; I've been looking forward to it. | 絶対に~ない。 | Tuyệt đối không... / Không đời nào... | There is no way... / Impossible... | Tuần_2_Ngày_6_N2
書類 | shorui | Thư Loại | Tài liệu | Documents | [大切な書類を失くすわけがない]、カバンに入れたはずだ。~わけがない | Không đời nào tôi lại làm mất tài liệu quan trọng được, chắc chắn tôi đã cho vào cặp rồi. | There's no way I lost the important documents; I should have put them in my bag. | 絶対に~ない。 | Tuyệt đối không... / Không đời nào... | There is no way... / Impossible... | Tuần_2_Ngày_6_N2
分類 | bunrui | Phân Loại | Phân loại | Classification | [ゴミの分類が間違っているわけがない]、何度も確認した。~わけがない | Không đời nào việc phân loại rác lại bị sai, tôi đã kiểm tra nhiều lần rồi. | There's no way the garbage classification is wrong; I checked many times. | 絶対に~ない。 | Tuyệt đối không... / Không đời nào... | There is no way... / Impossible... | Tuần_2_Ngày_6_N2
人類 | jinrui | Nhân Loại | Nhân loại | Mankind | [人類が滅びるわけがない] と、彼は信じている。~わけがない | Anh ấy tin rằng không đời nào nhân loại lại bị diệt vong. | He believes there is no way mankind will perish. | 絶対に~ない。 | Tuyệt đối không... / Không đời nào... | There is no way... / Impossible... | Tuần_2_Ngày_6_N2
書式 | shoshiki | Thư Thức | Mẫu đơn | Format/Blank form | [書式が古いわけがない]、昨日ダウンロードしたばかりだ。~わけがない | Không đời nào mẫu đơn này lại cũ, tôi vừa mới tải về hôm qua xong. | There's no way the format is old; I just downloaded it yesterday. | 絶対に~ない。 | Tuyệt đối không... / Không đời nào... | There is no way... / Impossible... | Tuần_2_Ngày_6_N2
入学式 | nyuugakushiki | Nhập Học Thức | Lễ nhập học | Entrance ceremony | [入学式が中止なわけがない]、みんな準備している。~わけがない | Không đời nào lễ nhập học lại bị hủy, mọi người đang chuẩn bị cả rồi. | There is no way the entrance ceremony is canceled; everyone is preparing. | 絶対に~ない。 | Tuyệt đối không... / Không đời nào... | There is no way... / Impossible... | Tuần_2_Ngày_6_N2
日本式 | nihonshiki | Nhật Bản Thức | Kiểu Nhật | Japanese style | [日本式が苦手なわけがない]、彼は十年も日本に住んでいる。~わけがない | Không đời nào anh ấy lại kém kiểu Nhật (văn hóa Nhật), anh ấy đã sống ở Nhật 10 năm rồi. | There's no way he's bad at Japanese style; he's lived in Japan for ten years. | 絶対に~ない。 | Tuyệt đối không... / Không đời nào... | There is no way... / Impossible... | Tuần_2_Ngày_6_N2
正式(な) | seishiki | Chính Thức | Chính thức | Formal | [正式な発表がないわけがない]、もう決まったはずだ。~わけがない | Không đời nào là không có thông báo chính thức, chắc chắn là đã quyết định rồi. | There's no way there's no formal announcement; it must have been decided. | 絶対に~ない。 | Tuyệt đối không... / Không đời nào... | There is no way... / Impossible... | Tuần_2_Ngày_6_N2
中央 | chuuou | Trung Ương | Trung tâm | Central | [ここが中央なわけがない]、もっと北にあるはずだ。~わけがない | Không đời nào đây là trung tâm, nó phải nằm ở phía Bắc hơn nữa cơ. | There's no way this is the center; it should be further north. | 絶対に~ない。 | Tuyệt đối không... / Không đời nào... | There is no way... / Impossible... | Tuần_2_Ngày_6_N2
保存 | hozon | Bảo Tồn | Lưu lại | Save/Preserve | [データを保存しないわけにはいかない]、消えたら困る。~わけにはいかない | Không thể không lưu dữ liệu lại được, nếu mất thì phiền lắm. | I can't afford not to save the data; it would be a problem if it's lost. | ~しなければならない。 | Không thể không... / Phải... (vì lý do đạo đức/trách nhiệm). | Cannot afford not to... / Must... | Tuần_2_Ngày_6_N2
生存 | seizon | Sinh Tồn | Sinh tồn | Survival | [生存のために戦わないわけにはいかない]、厳しい状況だ。~わけにはいかない | Vì sự sinh tồn, chúng ta không thể không chiến đấu, tình hình thật khắc nghiệt. | For survival, we cannot afford not to fight; it's a tough situation. | ~しなければならない。 | Không thể không... / Phải... | Cannot afford not to... / Must... | Tuần_2_Ngày_6_N2
ご存知 | gozonji | Tồn Tri | Biết | Know (honoric) | [社長もご存知なのだから、無視するわけにはいかない]。~わけにはいかない | Vì giám đốc cũng đã biết rồi nên chúng ta không thể nào lờ đi được. | Since the president also knows, we cannot afford to ignore it. | 理由があって~できない。 | Không thể... (vì lý do xã hội/đạo đức). | Cannot afford to... | Tuần_2_Ngày_6_N2
存在 | sonzai | Tồn Tại | Tồn tại | Existence | [彼の存在を認めないわけにはいかない]、彼は重要な役割を果たした。~わけにはいかない | Chúng ta không thể không thừa nhận sự tồn tại của anh ấy, anh ấy đã đóng vai trò quan trọng. | We cannot afford not to recognize his existence; he played an important role. | ~しなければならない。 | Không thể không... / Phải... | Cannot afford not to... / Must... | Tuần_2_Ngày_6_N2
認め印 | mitomein | Nhận Ấn | Con dấu cá nhân | Personal seal | [認め印を忘れたが、サインですませるわけにはいかない]。~わけにはいかない | Tôi quên con dấu rồi, nhưng không thể nào chỉ ký tên là xong được. | I forgot my seal, but I cannot afford to just get by with a signature. | 理由があって~できない。 | Không thể... (vì lý do xã hội/đạo đức). | Cannot afford to... | Tuần_2_Ngày_6_N2
印 | shirushi | Ấn | Dấu hiệu | Mark | [合格の印をもらわないわけにはいかない]、これまでの努力のために。~わけにはいかない | Tôi không thể không lấy được dấu xác nhận đỗ, vì tất cả nỗ lực từ trước đến giờ. | I cannot afford not to get the mark of passing, for all my efforts so far. | ~しなければならない。 | Không thể không... / Phải... | Cannot afford not to... / Must... | Tuần_2_Ngày_6_N2
目印 | mejirushi | Mục Ấn | Dấu hiệu nhận biết | Landmark/Sign | [目印をつけないわけにはいかない]、道に迷ってしまう。~わけにはいかない | Không thể không đánh dấu lại được, nếu không sẽ bị lạc đường mất. | I cannot afford not to put a mark; I'll get lost. | ~しなければならない。 | Không thể không... / Phải... | Cannot afford not to... / Must... | Tuần_2_Ngày_6_N2
印刷 | insatsu | Ấn Loát | In ấn | Printing | [会議の前に資料を印刷しないわけにはいかない]。~わけにはいかない | Tôi không thể không in tài liệu trước cuộc họp được. | I cannot afford not to print the materials before the meeting. | ~しなければならない。 | Không thể không... / Phải... | Cannot afford not to... / Must... | Tuần_2_Ngày_6_N2
拡大 | kakudai | Khuếch Đại | Mở rộng | Expansion | [事業を拡大しないわけにはいかない]、会社を存続させるためだ。~わけにはいかない | Không thể không mở rộng quy mô kinh doanh, đó là để duy trì công ty. | We cannot afford not to expand the business to keep the company going. | ~しなければならない。 | Không thể không... / Phải... | Cannot afford not to... / Must... | Tuần_2_Ngày_6_N2
縮小 | shukushou | Súc Tiểu | Thu nhỏ | Reduction | [予算を縮小しないわけにはいかない]、赤字がひどすぎる。~わけにはいかない | Không thể không cắt giảm ngân sách, vì lỗ quá nặng rồi. | We cannot afford not to reduce the budget; the deficit is too severe. | ~しなければならない。 | Không thể không... / Phải... | Cannot afford not to... / Must... | Tuần_2_Ngày_6_N2
様子 | yousu | Dạng Tử | Tình trạng | Appearance | [様子を 見ている うちに]、だんだん 事情が 分かってきた。~うちに | Trong lúc đang quan sát tình hình, tôi đã dần hiểu ra sự tình. | While watching the situation, I gradually understood the circumstances. | ~の間に（状態が変わる前に）。 | Trong lúc còn... / Trước khi có sự thay đổi. | While... / Before a change occurs. | Tuần_3_Ngày_1_N2
同様 | douyou | Đồng Dạng | Giống nhau | Same | [同様の ミスを しない うちに]、対策を 立てて おこう。~ないうちに | Trước khi lại mắc lỗi tương tự, chúng ta hãy lập ra biện pháp đối phó đã. | Before making the same mistake, let's set up some countermeasures. | ~の状態になる前に。 | Trước khi (trạng thái nào đó xảy ra). | Before... (happens). | Tuần_3_Ngày_1_N2
~様 | sama | Dạng | Ngài ~ | Mr./Ms. | [お客様が 来ない うちに]、部屋を 掃除して しまおう。~ないうちに | Trong lúc khách còn chưa đến, chúng ta hãy dọn dẹp xong căn phòng đi. | Let's clean the room before the guest arrives. | ~の状態になる前に。 | Trước khi (trạng thái nào đó xảy ra). | Before... (happens). | Tuần_3_Ngày_1_N2
様々 | samazawa | Dạng | Đa dạng | Various | [様々な 意見を 聞いている うちに]、考えが 変わってきた。~うちに | Trong lúc lắng nghe nhiều ý kiến đa dạng, suy nghĩ của tôi đã dần thay đổi. | While listening to various opinions, my thoughts began to change. | ~の間に（状態が変わる前に）。 | Trong lúc còn... / Trước khi có sự thay đổi. | While... / Before a change occurs. | Tuần_3_Ngày_1_N2
重要 | juuyou | Trọng Yếu | Quan trọng | Important | [重要な 書類を 探している うちに]、夜が 明けてしまった。~うちに | Trong lúc mải mê tìm kiếm tài liệu quan trọng, trời đã sáng mất rồi. | While looking for important documents, dawn broke. | ~の間に（状態が変わる前に）。 | Trong lúc còn... / Trước khi có sự thay đổi. | While... / Before a change occurs. | Tuần_3_Ngày_1_N2
要点 | youten | Yếu Điểm | Điểm trọng yếu | Main point | [要点を 忘れない うちに]、メモを 取って おきなさい。~ないうちに | Trong lúc còn chưa quên các điểm trọng yếu, hãy ghi chú lại đi. | Take notes before you forget the main points. | ~の状態になる前に。 | Trước khi (trạng thái nào đó xảy ra). | Before... (happens). | Tuần_3_Ngày_1_N2
要約 | youyaku | Yếu Ước | Tóm lược | Summary | [要約を 読んでいる うちに]、内容を 大体 理解した。~うちに | Trong lúc đang đọc bản tóm lược, tôi đã đại khái hiểu được nội dung. | While reading the summary, I understood most of the content. | ~の間に（状態が変わる前に）。 | Trong lúc còn... / Trước khi có sự thay đổi. | While... / Before a change occurs. | Tuần_3_Ngày_1_N2
要る | iru | Yếu | Cần thiết | To need | [要るものを 忘れない うちに]、カバンに 入れなさい。~ないうちに | Trước khi quên những thứ cần thiết, hãy cho chúng vào cặp đi. | Put the things you need in your bag before you forget them. | ~の状態になる前に。 | Trước khi (trạng thái nào đó xảy ra). | Before... (happens). | Tuần_3_Ngày_1_N2
利用 | riyou | Lợi Dụng | Sử dụng | Use | [利用している うちに]、使い方が 自然に 身についた。~うちに | Trong quá trình sử dụng, tôi đã tự nhiên nắm vững được cách dùng. | While using it, I naturally learned how to use it. | ~の間に（状態が変わる前に）。 | Trong lúc còn... / Trước khi có sự thay đổi. | While... / Before a change occurs. | Tuần_3_Ngày_1_N2
便利 | benri | Tiện Lợi | Tiện lợi | Convenient | [便利な 生活に 慣れている うちに]、苦労を 忘れてしまった。~うちに | Trong lúc đã quen với cuộc sống tiện lợi, tôi đã quên mất những sự vất vả. | While getting used to a convenient life, I forgot about hardships. | ~の間に（状態が変わる前に）。 | Trong lúc còn... / Trước khi có sự thay đổi. | While... / Before a change occurs. | Tuần_3_Ngày_1_N2
金利 | kinri | Kim Lợi | Lãi suất | Interest rate | [金利が 上がらない うちに]、ローンを 組むことにした。~ないうちに | Trước khi lãi suất tăng lên, tôi đã quyết định lập khoản vay. | I decided to take out a loan before the interest rates go up. | ~の状態になる前に。 | Trước khi (trạng thái nào đó xảy ra). | Before... (happens). | Tuần_3_Ngày_1_N2
有利 | yuuri | Hữu Lợi | Có lợi | Advantageous | [有利な 条件が 変わらない うちに]、契約を 結びたい。~ないうちに | Trong lúc những điều kiện có lợi còn chưa thay đổi, tôi muốn ký kết hợp đồng. | I want to sign the contract before the advantageous conditions change. | ~の状態になる前に。 | Trước khi (trạng thái nào đó xảy ra). | Before... (happens). | Tuần_3_Ngày_1_N2
明細 | meisai | Minh Tế | Chi tiết | Details | [明細を 確認している 間]、彼は ずっと 黙っていた。~間 | Suốt trong lúc tôi kiểm tra chi tiết, anh ấy đã im lặng mãi. | While I was checking the details, he remained silent the whole time. | ~の期間ずっと。 | Suốt trong khi... (hành động kéo dài song song). | Throughout the time... | Tuần_3_Ngày_1_N2
細かい | komakai | Tế | Nhỏ, cụ thể | Detailed | [細かい 作業を している 間に]、外は 雨が 降り出した。~間に | Trong khi tôi đang làm những việc tỉ mỉ, bên ngoài trời đã bắt đầu mưa. | While I was doing some detailed work, it started raining outside. | ~の期間のある時に。 | Trong khi... (có một hành động khác xen vào). | While... (at some point during). | Tuần_3_Ngày_1_N2
細い | hosoi | Tế | Gầy, mảnh | Thin | [細い 道を 歩いている 間に]、日が 暮れてしまった。~間に | Trong lúc đang đi bộ trên con đường nhỏ, trời đã tối mất rồi. | While walking on a thin path, the sun went down. | ~の期間のある時に。 | Trong khi... (có một hành động khác xen vào). | While... (at some point during). | Tuần_3_Ngày_1_N2
心細い | kokorobosoi | Tâm Tế | Cô đơn | Lonely | [心細い 思いを している 間に]、友達が 助けに 来てくれた。~間に | Trong lúc tôi đang cảm thấy cô đơn lạc lõng, bạn bè đã đến giúp đỡ. | While I was feeling lonely, my friends came to help me. | ~の期間のある時に。 | Trong khi... (có một hành động khác xen vào). | While... (at some point during). | Tuần_3_Ngày_1_N2
客席 | kyakuseki | Khách Tịch | Ghế khán giả | Guest seat | [客席で 待っている 間]、ずっと ドキドキしていた。~間 | Suốt trong lúc chờ ở ghế khán giả, tim tôi đã đập thình thịch mãi. | While waiting in the guest seats, my heart was pounding the whole time. | ~の期間ずっと。 | Suốt trong khi... (hành động kéo dài song song). | Throughout the time... | Tuần_3_Ngày_1_N2
乗客 | joukyaku | Thừa Khách | Hành khách | Passenger | [乗客が 降りる 間に]、忘れ物を 確認した。~間に | Trong lúc hành khách đang xuống, tôi đã kiểm tra lại đồ để quên. | While the passengers were getting off, I checked for forgotten items. | ~の期間のある時に。 | Trong khi... (có một hành động khác xen vào). | While... (at some point during). | Tuần_3_Ngày_1_N2
お客様 | okyakusama | Khách Dạng | Khách hàng | Customer | [お客様が 話している 間]、店員は 静かに 聞いていた。~間 | Suốt trong lúc khách hàng đang nói, nhân viên đã im lặng lắng nghe. | While the customer was talking, the clerk listened quietly. | ~の期間ずっと。 | Suốt trong khi... (hành động kéo dài song song). | Throughout the time... | Tuần_3_Ngày_1_N2
額 | gaku | Ngạch | Khung tranh | Frame | [額を 選んでいる 間に]、店が 閉まってしまった。~間に | Trong lúc mải chọn khung tranh, cửa hàng đã đóng cửa mất rồi. | While choosing a frame, the shop closed. | ~の期間のある時に。 | Trong khi... (có một hành động khác xen vào). | While... (at some point during). | Tuần_3_Ngày_1_N2
金額 | kingaku | Kim Ngạch | Số tiền | Amount of money | [金額を 計算している 間]、誰も 何も 言わなかった。~間 | Suốt trong lúc đang tính toán số tiền, không ai nói câu nào. | While calculating the amount, no one said anything. | ~の期間ずっと。 | Suốt trong khi... (hành động kéo dài song song). | Throughout the time... | Tuần_3_Ngày_1_N2
額 | hitai | Ngạch | Trán | Forehead | [額の 汗を 拭いている 間に]、バスが 行ってしまった。~間に | Trong lúc đang lau mồ hôi trên trán, xe buýt đã chạy mất tiêu. | While wiping the sweat from my forehead, the bus left. | ~の期間のある時に。 | Trong khi... (có một hành động khác xen vào). | While... (at some point during). | Tuần_3_Ngày_1_N2
込む | komu | Vào | Đông đúc | Crowded | [道が 込んでいる 間に]、別の ルートを 調べた。~間に | Trong lúc đường đang đông, tôi đã tìm kiếm một lộ trình khác. | While the road was crowded, I looked up another route. | ~の期間のある時に。 | Trong khi... (có một hành động khác xen vào). | While... (at some point during). | Tuần_3_Ngày_1_N2
払い込む | haraikomu | Phất Vào | Nộp tiền | To pay in | [お金を 払い込んでいる 間]、車を 外に 止めて おいた。~間 | Suốt trong lúc tôi đang nộp tiền, tôi đã để xe dừng ở bên ngoài. | While I was paying in the money, I kept the car parked outside. | ~の期間ずっと。 | Suốt trong khi... (hành động kéo dài song song). | Throughout the time... | Tuần_3_Ngày_1_N2
申し込む | moushikomu | Thân Vào | Đăng ký | To apply | [申し込んでからでないと]、詳細な 資料は もらえません。~てからでないと | Nếu không đăng ký trước thì sẽ không nhận được tài liệu chi tiết. | Unless you apply first, you cannot get the detailed documents. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
飛び込む | tobikomu | Phi Vào | Nhảy vào | To jump in | [周囲を 確認してからでないと]、海に 飛び込むのは 危険だ。~てからでないと | Nếu không xác nhận xung quanh trước thì việc nhảy xuống biển là rất nguy hiểm. | Unless you check the surroundings first, jumping into the sea is dangerous. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
思い込む | omoikomu | Tư Vào | Tin rằng | To assume | [事実を 確かめてからでないと]、自分の 思い込みを 捨てられない。~てからでないと | Nếu không xác nhận sự thật thì tôi không thể vứt bỏ được những định kiến của mình. | Unless I confirm the facts, I cannot discard my assumptions. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
領収書 | ryoushuusho | Lĩnh Thu Thư | Hóa đơn | Receipt | [領収書を もらってからでないと]、代金を 支払えません。~てからでないと | Nếu không nhận được hóa đơn thì tôi không thể thanh toán tiền được. | Unless I get a receipt, I cannot pay the money. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
~領 | ryou | Lĩnh | Lãnh địa | Territory | [許可を 得てからでないと]、その 領内には 入れない。~てからでないと | Nếu không có sự cho phép thì không được vào trong lãnh địa đó. | Unless you get permission, you cannot enter that territory. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
領事館 | ryoujikan | Lĩnh Sự Quán | Lãnh sự quán | Consulate | [領事館に 相談してからでないと]、ビザの 申請は 難しい。~てからでないと | Nếu không thảo luận với lãnh sự quán trước thì việc xin visa sẽ rất khó khăn. | Unless you consult the consulate first, applying for a visa is difficult. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
大統領 | daitouryou | Đại Thống Lĩnh | Tổng thống | President | [大統領の 承認を 得てからでないと]、新しい 法律は 施行されない。~てからでないと | Nếu không có sự phê duyệt của Tổng thống thì luật mới sẽ không được thi hành. | Unless the President's approval is obtained, the new law will not be enforced. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
収入 | shuunyuu | Thu Nhập | Thu nhập | Income | [安定した 収入を 得てからでないと]、家を 買うのは 無理だ。~てからでないと | Nếu không có được thu nhập ổn định thì việc mua nhà là không thể. | Unless you get a stable income, it's impossible to buy a house. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
収集 | shuushuu | Thu Tập | Thu thập | Collection | [情報を 収集してからでないと]、正しい 判断は できない。~てからでないと | Nếu không thu thập thông tin thì không thể đưa ra quyết định đúng đắn. | Unless you collect information, you cannot make a correct judgment. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
回収 | kaishuu | Hồi Thu | Thu hồi | Recovery | [ゴミを 回収してからでないと]、広場を 使えません。~てからでないと | Nếu không thu dọn rác xong thì không được sử dụng quảng trường. | Unless you collect the trash, you cannot use the square. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
吸収 | kyuushuu | Hấp Thu | Hấp thụ | Absorption | [栄養を 吸収してからでないと]、激しい 運動は できない。~てからでないと | Nếu không hấp thụ dinh dưỡng thì không thể vận động mạnh được. | Unless you absorb nutrients, you cannot do intense exercise. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
収める | osameru | Thu | Thu được, cất | To achieve/keep | [結果を 収めてからでないと]、成功とは 言えない。~てからでないと | Nếu chưa thu được kết quả thì không thể gọi là thành công. | Unless you achieve a result, you cannot call it a success. | ~した後でなければ。 | Nếu không làm... thì không... (kết quả tiêu cực). | Unless... happens first, then... cannot. | Tuần_3_Ngày_1_N2
機械 | kikai | Cơ Giới | Máy móc | Machine | [機械を 操作している ところだ]。~ところだ | Tôi đúng lúc đang thao tác máy móc. | I am just now operating the machine. | ~している最中だ。 | Đúng lúc đang... | Just in the middle of... | Tuần_3_Ngày_1_N2
器械体操 | kikaitaisou | Khí Giới Thể Thao | Thể dục dụng cụ | Gymnastics | [器械体操を 練習している ところに]、コーチが 来た。~ところに | Đúng lúc tôi đang luyện tập thể dục dụng cụ thì huấn luyện viên đến. | Just as I was practicing gymnastics, the coach came. | ~している時に（別のことが起きる）。 | Đúng lúc đang... thì (có sự việc khác xảy ra). | Just as... (something else happens). | Tuần_3_Ngày_1_N2
曲 | kyoku | Khúc | Bài hát | Song | [曲を 作っている ところへ]、友達が 遊びに 来た。~ところへ | Đúng lúc tôi đang sáng tác nhạc thì bạn bè đến chơi. | Just as I was composing a song, a friend came to visit. | ~している時に（別の人が来る）。 | Đúng lúc đang... thì (có người khác đến). | Just as... (someone else arrives). | Tuần_3_Ngày_1_N2
曲線 | kyokusen | Khúc Tuyến | Đường cong | Curve | [曲線を 描こうとしている ところだ]。~ところだ | Tôi đúng lúc đang định vẽ một đường cong. | I am just about to draw a curve. | ~する直前だ。 | Đúng lúc chuẩn bị... | Just about to... | Tuần_3_Ngày_1_N2
折り曲げる | orimageru | Chiết Khúc | Bẻ cong | To bend | [鉄棒を 折り曲げている ところを]、先生に 見られた。~ところを | Đúng lúc tôi đang bẻ cong thanh sắt thì bị thầy giáo nhìn thấy. | I was seen by the teacher just as I was bending the iron bar. | ~している最中を（見られる等）。 | Đúng lúc đang... thì bị (thấy, bắt gặp). | Just as... (was seen, caught). | Tuần_3_Ngày_1_N2
曲がる | magaru | Khúc | Rẽ | To turn | [角を 曲がった ところだ]。~ところだ | Tôi vừa mới rẽ ở góc đường xong. | I have just turned the corner. | ~した直後だ。 | Đúng lúc vừa mới... xong. | Have just... | Tuần_3_Ngày_1_N2
汚染 | osen | Ô Nhiễm | Ô nhiễm | Pollution | [川が 汚染されている ところだ]。~ところだ | Dòng sông đúng lúc đang bị ô nhiễm (trong tình trạng đó). | The river is currently being polluted. | ~の状態にある。 | Đang trong tình trạng... | Is currently in a state of... | Tuần_3_Ngày_1_N2
汚い | kitanai | Ô | Bẩn | Dirty | [手が 汚い ところを]、誰にも 見られたくない。~ところを | Tôi không muốn bị ai nhìn thấy lúc đôi tay đang bẩn thỉu. | I don't want anyone to see me when my hands are dirty. | ~の状態を。 | (Trong) trạng thái... | (In) the state of... | Tuần_3_Ngày_1_N2
汚す | yogosu | Ô | Làm bẩn | To stain | [服を 汚してしまった ところだ]。~ところだ | Tôi đúng lúc vừa lỡ làm bẩn quần áo xong. | I have just accidentally stained my clothes. | ~した直後だ。 | Đúng lúc vừa mới... xong. | Have just... | Tuần_3_Ngày_1_N2
汚れる | yogoreru | Ô | Bị bẩn | To get dirty | [部屋が 汚れている ところに]、客が 来てしまった。~ところに | Đúng lúc căn phòng đang bẩn thỉu thì khách lại đến mất rồi. | Just when the room was dirty, a guest arrived. | ~の状態の時に。 | Đúng lúc đang (trạng thái)... thì. | Just when (state)... | Tuần_3_Ngày_1_N2
殿様 | donosama | Điện Dạng | Lãnh chúa | Feudal lord | [殿様が 話している ところを]、誰も 邪魔できなかった。~ところを | Đúng lúc lãnh chúa đang nói, không ai có thể can thiệp được. | No one could interrupt the lord while he was speaking. | ~している最中を。 | Đúng lúc đang... | While... (in the middle of). | Tuần_3_Ngày_1_N2
関連 | kanren | Quan Liên | Liên quan | Related | [過去の事件と関連があるわけだ]、犯人の手口がそっくりだ。~わけだ | Thảo nào mà có liên quan đến vụ án trong quá khứ, thủ đoạn của hung thủ giống hệt nhau. | No wonder it's related to the past incident; the culprit's method is identical. | 道理で～だ。 | Thảo nào mà... / Đương nhiên là... (kết luận logic). | Expresses a natural conclusion or reason. | Tuần_3_Ngày_2_N2
